review_id,product_name,review_text,rating,verified_purchase,review_date,fake_review
160,Laptop Stand,Stopped working quickly,1,False,2024-10-02,1
161,Gaming Mouse,Recommended,4,False,2026-04-30,0
162,Bluetooth Speaker,Average product,2,False,2025-12-07,0
163,Mechanical Keyboard,Best purchase ever,5,True,2024-08-15,0
164,Bluetooth Speaker,Waste of money,1,False,2026-04-17,0
165,Gaming Mouse,Works okay,3,False,2025-11-05,0
166,Smart Watch,Works okay,3,False,2026-04-18,1
167,Mechanical Keyboard,Works okay,3,True,2025-07-04,0
168,Fitness Band,Very disappointed,1,True,2025-04-15,0
169,USB Cable,Happy with purchase,4,True,2024-09-06,0
170,Fitness Band,Happy with purchase,4,False,2025-08-30,0
171,Wireless Earbuds,Amazing quality,5,True,2025-04-02,0
172,USB Cable,Average experience,3,False,2024-11-10,1
173,Fitness Band,Poor packaging,2,True,2024-08-05,1
174,Portable SSD,Poor packaging,2,True,2025-10-17,1
175,Wireless Earbuds,Good quality,4,True,2024-09-05,0
176,Bluetooth Speaker,Waste of money,1,False,2024-10-14,1
177,Laptop Stand,Could be better,2,True,2025-06-06,0
178,Bluetooth Speaker,Terrible quality,1,True,2024-11-26,1
179,Smart Watch,Works okay,3,False,2025-01-30,0
180,Laptop Stand,Average experience,3,False,2026-02-10,1
181,Fitness Band,Not as expected,2,False,2025-10-09,1
182,Portable SSD,Terrible quality,1,True,2024-10-16,0
183,Fitness Band,Poor packaging,2,False,2024-06-03,0
184,Smart Watch,Stopped working quickly,1,True,2026-03-30,1
185,Gaming Mouse,Amazing quality,5,False,2025-04-15,0
186,Mechanical Keyboard,Happy with purchase,4,True,2025-10-26,0
187,Phone Charger,Best purchase ever,5,False,2024-07-04,1
188,Gaming Mouse,Could be better,2,False,2025-03-23,0
189,Fitness Band,Average experience,3,False,2024-08-27,0
190,Mechanical Keyboard,Stopped working quickly,1,False,2025-06-01,1
191,Laptop Stand,Average product,2,True,2024-07-19,0
192,Bluetooth Speaker,Average product,2,False,2024-07-11,0
193,Phone Charger,Good quality,4,False,2024-07-24,0
194,Wireless Earbuds,Highly recommend,5,True,2024-05-28,1
195,Wireless Earbuds,Excellent product,5,False,2025-08-06,0
196,Wireless Earbuds,Average experience,3,True,2024-09-25,1
197,Laptop Stand,Highly recommend,5,False,2025-12-29,1
198,Smart Watch,Terrible quality,1,True,2025-11-04,1
199,Wireless Earbuds,Stopped working quickly,1,True,2024-12-09,1
200,USB Cable,Satisfied overall,3,True,2026-04-05,0
201,Portable SSD,Satisfied overall,3,False,2025-11-21,0
202,Wireless Earbuds,Decent product,3,False,2024-09-12,0
203,Portable SSD,Average product,2,True,2025-08-06,1
204,Phone Charger,Best purchase ever,5,False,2025-04-12,0
205,USB Cable,Decent product,3,True,2024-05-11,0
206,Wireless Earbuds,Terrible quality,1,False,2025-10-21,0
207,Smart Watch,Recommended,4,True,2025-12-17,1
208,Mechanical Keyboard,Very disappointed,1,False,2025-02-26,0
209,Smart Watch,Worth the price,4,False,2024-07-12,1
210,Wireless Earbuds,Good quality,4,True,2025-05-06,1
211,Laptop Stand,Average experience,3,True,2025-07-02,0
212,USB Cable,Average product,2,True,2024-06-23,0
213,Bluetooth Speaker,Satisfied overall,3,True,2025-11-03,0
214,Bluetooth Speaker,Very disappointed,1,False,2025-05-16,0
215,Smart Watch,Terrible quality,1,True,2025-02-11,0
216,Fitness Band,Very disappointed,1,False,2025-10-08,0
217,USB Cable,Excellent product,5,True,2025-02-27,1
218,Laptop Stand,Very disappointed,1,False,2025-07-09,0
219,Mechanical Keyboard,Works okay,3,True,2025-07-20,0
220,Bluetooth Speaker,Not as expected,2,True,2026-01-22,0
221,Wireless Earbuds,Not as expected,2,False,2025-02-26,1
222,Mechanical Keyboard,Works okay,3,True,2025-07-14,0
223,Mechanical Keyboard,Satisfied overall,3,True,2025-03-16,1
224,Portable SSD,Happy with purchase,4,True,2025-01-29,0
225,Fitness Band,Decent product,3,False,2025-09-06,0
226,Phone Charger,Recommended,4,True,2025-04-02,1
227,Portable SSD,Best purchase ever,5,False,2025-02-17,1
228,Phone Charger,Excellent product,5,True,2026-01-29,1
229,Wireless Earbuds,Average experience,3,True,2026-02-12,0
230,USB Cable,Average product,2,True,2025-04-11,1
231,Phone Charger,Satisfied overall,3,True,2024-09-27,0
232,Fitness Band,Satisfied overall,3,True,2024-05-29,1
233,Portable SSD,Could be better,2,True,2024-05-23,0
234,Smart Watch,Stopped working quickly,1,True,2025-02-20,1
235,USB Cable,Poor packaging,2,True,2024-09-02,1
236,Bluetooth Speaker,Stopped working quickly,1,True,2024-12-15,1
237,Gaming Mouse,Poor packaging,2,True,2025-01-17,0
238,Wireless Earbuds,Satisfied overall,3,False,2025-07-12,0
239,Laptop Stand,Average experience,3,False,2024-07-21,0
240,Laptop Stand,Waste of money,1,False,2025-04-14,1
241,Phone Charger,Excellent product,5,False,2024-07-05,1
242,Gaming Mouse,Waste of money,1,True,2026-04-27,1
243,Fitness Band,Very disappointed,1,True,2024-11-24,0
244,Wireless Earbuds,Could be better,2,False,2024-12-21,0
245,Laptop Stand,Decent product,3,False,2025-01-04,0
246,USB Cable,Amazing quality,5,False,2026-02-15,1
247,Smart Watch,Satisfied overall,3,False,2024-05-31,1
248,Smart Watch,Very disappointed,1,False,2025-10-25,1
249,Laptop Stand,Satisfied overall,3,False,2025-07-11,0
250,Portable SSD,Terrible quality,1,True,2026-04-14,0
251,Wireless Earbuds,Highly recommend,5,False,2025-03-24,1
252,Smart Watch,Satisfied overall,3,True,2026-04-06,0
253,Bluetooth Speaker,Average product,2,True,2025-01-23,0
254,Phone Charger,Happy with purchase,4,False,2024-10-24,0
255,Wireless Earbuds,Not as expected,2,True,2025-09-08,1
256,Laptop Stand,Amazing quality,5,True,2024-12-04,1
257,Wireless Earbuds,Poor packaging,2,False,2025-05-03,0
258,Bluetooth Speaker,Best purchase ever,5,False,2025-07-12,1
259,Portable SSD,Average experience,3,True,2026-04-15,0
260,USB Cable,Excellent product,5,False,2025-09-21,1
261,USB Cable,Average product,2,False,2024-08-14,0
262,Phone Charger,Could be better,2,False,2025-05-02,0
263,Gaming Mouse,Very disappointed,1,False,2024-09-17,0
264,Smart Watch,Highly recommend,5,True,2024-09-04,1
265,Bluetooth Speaker,Best purchase ever,5,True,2026-01-05,1
266,Phone Charger,Recommended,4,False,2024-10-01,1
267,Bluetooth Speaker,Happy with purchase,4,False,2024-07-26,1
268,Portable SSD,Very disappointed,1,True,2025-06-11,0
269,Gaming Mouse,Excellent product,5,True,2025-05-10,1
270,Phone Charger,Stopped working quickly,1,True,2024-10-16,1
271,Gaming Mouse,Good quality,4,True,2025-05-11,1
272,Smart Watch,Best purchase ever,5,False,2025-11-29,1
273,Gaming Mouse,Highly recommend,5,True,2024-06-28,0
274,Gaming Mouse,Not as expected,2,True,2025-10-08,0
275,Laptop Stand,Decent product,3,True,2025-08-10,1
276,Laptop Stand,Excellent product,5,False,2025-09-15,1
277,Smart Watch,Highly recommend,5,True,2024-11-19,1
278,Wireless Earbuds,Not as expected,2,False,2026-02-20,1
279,Wireless Earbuds,Very disappointed,1,True,2024-07-16,1
280,USB Cable,Happy with purchase,4,False,2025-04-10,1
281,Phone Charger,Excellent product,5,True,2025-10-10,1
282,Bluetooth Speaker,Decent product,3,False,2024-08-07,0
283,Mechanical Keyboard,Average experience,3,True,2026-03-25,1
284,Wireless Earbuds,Best purchase ever,5,False,2026-02-06,1
285,Laptop Stand,Good quality,4,False,2025-05-08,1
286,Laptop Stand,Not as expected,2,False,2024-11-05,1
287,Gaming Mouse,Highly recommend,5,False,2026-04-21,1
288,Gaming Mouse,Highly recommend,5,True,2026-03-25,0
289,Smart Watch,Recommended,4,True,2025-02-23,0
290,Laptop Stand,Best purchase ever,5,False,2025-05-05,1
291,Gaming Mouse,Good quality,4,True,2025-10-08,0
292,Fitness Band,Very disappointed,1,True,2024-06-14,0
293,Gaming Mouse,Highly recommend,5,True,2025-06-05,0
294,Phone Charger,Average product,2,False,2025-11-01,0
295,Mechanical Keyboard,Highly recommend,5,False,2025-10-13,0
296,Fitness Band,Very disappointed,1,False,2026-01-17,0
297,Phone Charger,Recommended,4,False,2026-03-11,0
298,Wireless Earbuds,Terrible quality,1,True,2025-06-17,0
299,Portable SSD,Average experience,3,False,2024-11-03,1
300,Wireless Earbuds,Not as expected,2,True,2025-01-21,1
301,Portable SSD,Good quality,4,False,2024-07-10,0
302,Fitness Band,Not as expected,2,False,2025-01-29,1
303,Phone Charger,Excellent product,5,True,2024-11-30,0
304,Fitness Band,Satisfied overall,3,False,2025-02-09,1
305,USB Cable,Terrible quality,1,False,2025-08-17,0
306,Mechanical Keyboard,Good quality,4,True,2025-06-08,0
307,Smart Watch,Stopped working quickly,1,False,2025-12-18,0
308,Portable SSD,Excellent product,5,True,2025-01-15,0
309,Portable SSD,Poor packaging,2,False,2025-03-09,1
310,Fitness Band,Happy with purchase,4,True,2025-03-12,1
311,USB Cable,Happy with purchase,4,True,2026-04-24,1
312,Mechanical Keyboard,Happy with purchase,4,False,2024-10-15,0
313,Wireless Earbuds,Recommended,4,False,2025-01-29,1
314,Portable SSD,Highly recommend,5,True,2025-10-04,1
315,Mechanical Keyboard,Not as expected,2,False,2024-10-07,0
316,USB Cable,Highly recommend,5,False,2025-07-19,1
317,Fitness Band,Recommended,4,True,2024-10-19,0
318,Gaming Mouse,Best purchase ever,5,False,2024-09-17,1
319,USB Cable,Poor packaging,2,False,2024-11-18,1
320,Wireless Earbuds,Average experience,3,False,2024-12-23,0
321,Bluetooth Speaker,Terrible quality,1,True,2025-06-21,0
322,Portable SSD,Stopped working quickly,1,False,2024-12-28,1
323,Portable SSD,Amazing quality,5,False,2025-05-17,0
324,Gaming Mouse,Works okay,3,False,2025-06-17,1
325,Gaming Mouse,Happy with purchase,4,False,2024-07-01,0
326,Wireless Earbuds,Could be better,2,True,2026-03-29,0
327,Laptop Stand,Excellent product,5,False,2025-10-11,0
328,Portable SSD,Amazing quality,5,True,2024-07-15,1
329,Gaming Mouse,Excellent product,5,True,2025-03-03,0
330,Mechanical Keyboard,Highly recommend,5,False,2025-06-02,1
331,Smart Watch,Worth the price,4,False,2025-06-18,0
332,Fitness Band,Could be better,2,False,2024-07-21,1
333,USB Cable,Decent product,3,True,2025-05-21,1
334,Bluetooth Speaker,Highly recommend,5,True,2024-12-22,1
335,Smart Watch,Amazing quality,5,False,2024-08-12,0
336,USB Cable,Good quality,4,True,2026-04-19,1
337,Mechanical Keyboard,Amazing quality,5,True,2024-09-04,1
338,Gaming Mouse,Terrible quality,1,False,2026-01-21,0
339,Portable SSD,Average product,2,False,2025-05-08,0
340,Portable SSD,Waste of money,1,False,2024-07-23,1
341,USB Cable,Average product,2,False,2025-09-23,1
342,Laptop Stand,Could be better,2,True,2024-12-31,1
343,Gaming Mouse,Good quality,4,True,2024-09-29,1
344,Laptop Stand,Happy with purchase,4,False,2024-06-29,0
345,Smart Watch,Terrible quality,1,False,2024-06-24,0
346,Portable SSD,Recommended,4,True,2026-01-02,0
347,Wireless Earbuds,Works okay,3,True,2025-07-13,1
348,Gaming Mouse,Best purchase ever,5,False,2025-04-30,0
349,Wireless Earbuds,Average experience,3,True,2024-12-31,0
350,Wireless Earbuds,Recommended,4,True,2026-02-27,1
351,Portable SSD,Recommended,4,True,2025-10-11,1
352,USB Cable,Average product,2,False,2025-02-16,1
353,Fitness Band,Best purchase ever,5,False,2025-06-04,0
354,Gaming Mouse,Excellent product,5,True,2026-04-11,1
355,Gaming Mouse,Excellent product,5,True,2024-06-24,0
356,Smart Watch,Amazing quality,5,True,2026-02-08,0
357,Mechanical Keyboard,Poor packaging,2,False,2025-11-02,0
358,Bluetooth Speaker,Average product,2,False,2026-03-10,0
359,USB Cable,Average product,2,True,2025-08-06,1
360,Laptop Stand,Good quality,4,True,2026-04-08,1
361,Mechanical Keyboard,Good quality,4,False,2026-05-08,1
362,Bluetooth Speaker,Average product,2,False,2024-10-20,0
363,Portable SSD,Average product,2,True,2025-07-02,0
364,Phone Charger,Stopped working quickly,1,True,2024-05-10,0
365,Gaming Mouse,Could be better,2,False,2025-05-22,0
366,Phone Charger,Works okay,3,True,2025-01-30,0
367,Smart Watch,Good quality,4,False,2026-03-25,1
368,Gaming Mouse,Worth the price,4,False,2026-04-06,1
369,Bluetooth Speaker,Decent product,3,False,2025-08-12,1
370,Fitness Band,Excellent product,5,True,2024-12-24,1
371,Laptop Stand,Not as expected,2,True,2025-11-14,1
372,Mechanical Keyboard,Satisfied overall,3,False,2026-03-31,1
373,Bluetooth Speaker,Happy with purchase,4,False,2025-05-11,1
374,Phone Charger,Amazing quality,5,True,2024-07-04,1
375,Wireless Earbuds,Stopped working quickly,1,False,2026-04-06,0
376,Gaming Mouse,Amazing quality,5,True,2025-08-14,1
377,Bluetooth Speaker,Decent product,3,False,2025-03-07,0
378,USB Cable,Happy with purchase,4,True,2025-09-12,0
379,USB Cable,Highly recommend,5,True,2024-11-09,1
380,Portable SSD,Good quality,4,False,2025-07-28,1
381,Mechanical Keyboard,Excellent product,5,True,2025-11-30,1
382,Wireless Earbuds,Happy with purchase,4,False,2025-12-06,1
383,Gaming Mouse,Excellent product,5,False,2025-06-09,1
384,Laptop Stand,Terrible quality,1,True,2025-09-19,0
385,Gaming Mouse,Very disappointed,1,True,2025-09-10,0
386,Gaming Mouse,Terrible quality,1,True,2024-06-16,1
387,Gaming Mouse,Stopped working quickly,1,True,2025-09-13,1
388,Fitness Band,Stopped working quickly,1,False,2024-06-07,0
389,Bluetooth Speaker,Best purchase ever,5,False,2025-01-25,0
390,Bluetooth Speaker,Worth the price,4,True,2024-12-28,1
391,Smart Watch,Terrible quality,1,True,2024-11-05,0
392,Mechanical Keyboard,Excellent product,5,True,2025-11-20,0
393,Mechanical Keyboard,Worth the price,4,True,2025-03-30,0
394,Phone Charger,Satisfied overall,3,False,2025-05-12,1
395,Bluetooth Speaker,Average product,2,True,2025-07-02,0
396,Laptop Stand,Decent product,3,True,2024-10-08,0
397,Smart Watch,Good quality,4,False,2025-06-04,1
398,Fitness Band,Highly recommend,5,True,2024-09-01,0
399,Fitness Band,Poor packaging,2,True,2026-03-21,0
400,Laptop Stand,Very disappointed,1,False,2025-11-12,1
401,Laptop Stand,Poor packaging,2,False,2026-03-22,0
402,Laptop Stand,Stopped working quickly,1,True,2025-08-15,0
403,Portable SSD,Not as expected,2,False,2025-06-18,0
404,Smart Watch,Waste of money,1,False,2026-01-28,0
405,Bluetooth Speaker,Happy with purchase,4,False,2024-07-03,1
406,Smart Watch,Average experience,3,False,2025-06-21,0
407,Portable SSD,Works okay,3,False,2025-10-09,0
408,USB Cable,Decent product,3,False,2025-06-13,0
409,Wireless Earbuds,Poor packaging,2,False,2025-11-05,1
410,Smart Watch,Could be better,2,True,2025-06-12,0
411,Wireless Earbuds,Highly recommend,5,True,2025-02-20,1
412,USB Cable,Terrible quality,1,False,2025-11-20,0
413,Smart Watch,Average product,2,False,2026-05-03,1
414,USB Cable,Stopped working quickly,1,True,2025-10-08,0
415,Wireless Earbuds,Stopped working quickly,1,False,2026-04-11,0
416,Mechanical Keyboard,Average experience,3,False,2026-03-14,0
417,Smart Watch,Very disappointed,1,True,2024-11-06,1
418,Phone Charger,Worth the price,4,True,2025-02-27,1
419,Phone Charger,Best purchase ever,5,False,2024-12-02,0
420,Mechanical Keyboard,Average experience,3,True,2024-09-12,1
421,Laptop Stand,Could be better,2,True,2025-07-07,1
422,Bluetooth Speaker,Works okay,3,False,2025-04-02,1
423,USB Cable,Good quality,4,True,2024-10-13,0
424,Wireless Earbuds,Stopped working quickly,1,True,2024-11-06,0
425,Bluetooth Speaker,Works okay,3,False,2025-09-06,0
426,Gaming Mouse,Best purchase ever,5,True,2026-02-25,0
427,Portable SSD,Satisfied overall,3,True,2024-06-11,1
428,Bluetooth Speaker,Recommended,4,False,2025-10-28,0
429,Gaming Mouse,Poor packaging,2,False,2025-08-18,1
430,Portable SSD,Satisfied overall,3,False,2026-01-06,0
431,Wireless Earbuds,Recommended,4,True,2025-12-06,0
432,Bluetooth Speaker,Satisfied overall,3,False,2024-12-09,1
433,Wireless Earbuds,Waste of money,1,False,2024-05-18,0
434,Bluetooth Speaker,Not as expected,2,True,2024-09-28,0
435,Fitness Band,Terrible quality,1,False,2026-02-27,1
436,Fitness Band,Waste of money,1,True,2025-09-27,0
437,Wireless Earbuds,Very disappointed,1,False,2024-09-01,0
438,Portable SSD,Not as expected,2,False,2024-10-30,0
439,Bluetooth Speaker,Average experience,3,False,2024-08-31,1
440,Portable SSD,Average experience,3,False,2026-03-26,1
441,Phone Charger,Could be better,2,False,2025-01-11,1
442,Portable SSD,Satisfied overall,3,False,2025-07-31,1
443,Wireless Earbuds,Poor packaging,2,False,2026-04-12,1
444,Gaming Mouse,Could be better,2,True,2026-04-16,0
445,Wireless Earbuds,Happy with purchase,4,True,2024-09-24,1
446,Fitness Band,Waste of money,1,False,2024-06-17,1
447,Phone Charger,Happy with purchase,4,False,2025-05-22,0
448,Phone Charger,Average product,2,False,2025-08-04,0
449,Bluetooth Speaker,Happy with purchase,4,True,2024-11-02,0
450,USB Cable,Satisfied overall,3,False,2025-01-09,0
451,Bluetooth Speaker,Works okay,3,True,2026-01-23,1
452,Fitness Band,Average product,2,True,2026-01-24,1
453,Fitness Band,Amazing quality,5,False,2026-02-26,0
454,Gaming Mouse,Terrible quality,1,False,2025-04-26,1
455,USB Cable,Average product,2,False,2025-06-13,1
456,Wireless Earbuds,Satisfied overall,3,True,2025-10-01,1
457,Smart Watch,Worth the price,4,True,2024-06-10,1
458,Bluetooth Speaker,Recommended,4,True,2025-03-07,0
459,Phone Charger,Recommended,4,True,2024-09-07,0
460,Phone Charger,Average experience,3,True,2025-04-26,0
461,Portable SSD,Highly recommend,5,False,2025-01-03,1
462,Smart Watch,Not as expected,2,True,2025-09-02,0
463,Smart Watch,Stopped working quickly,1,True,2025-05-18,0
464,Smart Watch,Poor packaging,2,False,2024-10-05,1
465,Fitness Band,Could be better,2,True,2026-01-07,1
466,Laptop Stand,Satisfied overall,3,True,2026-03-11,1
467,Wireless Earbuds,Works okay,3,False,2024-11-17,1
468,USB Cable,Decent product,3,True,2026-01-17,0
469,Bluetooth Speaker,Satisfied overall,3,False,2024-11-05,1
